,index,target_name,target_accession,query_name,query_accession,eval_full_seq,score_full_seq,bias_full_seq,e_val_best_dom,score_best_dom,bias_best_dom,exp,reg,clu,ov,env,dom,rep,inc,target_description,sample_names,contig_id,gene_id,sample_contig
11789,2067,China.pigfarm.SRR5976187_ctg_169313_00001,-,RND_efflux,RF0115,1.9e-293,978.6,7.1,2.1e-293,978.4,7.1,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976187,ctg_169313,1,China.pigfarm.SRR5976187_ctg_169313
13340,147,China.pigfarm.SRR5976185_ctg_615347_00002,-,adeB,RF0020,2.7e-292,974.6,22.6,3.3e-292,974.3,22.6,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE   ,China.pigfarm.SRR5976185,ctg_615347,2,China.pigfarm.SRR5976185_ctg_615347
22354,2237,China.pigfarm.SRR5976181_ctg_287722_00004,-,RND_efflux,RF0115,4e-286,954.4,18.7,5e-286,954.1,18.7,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976181,ctg_287722,4,China.pigfarm.SRR5976181_ctg_287722
2059,2059,China.pigfarm.SRR5976186_ctg_68838_00002,-,RND_efflux,RF0115,6.2e-286,953.8,18.6,7.7e-286,953.5,18.6,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976186,ctg_68838,2,China.pigfarm.SRR5976186_ctg_68838
3682,131,China.pigfarm.SRR5976184_ctg_339506_00002,-,adeB,RF0020,5e-286,953.7,24.9,6.5e-286,953.3,24.9,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976184,ctg_339506,2,China.pigfarm.SRR5976184_ctg_339506
22355,2238,China.pigfarm.SRR5976181_ctg_679737_00003,-,RND_efflux,RF0115,4.5e-284,947.7,15.7,5.7e-284,947.3,15.7,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976181,ctg_679737,3,China.pigfarm.SRR5976181_ctg_679737
18644,2073,China.pigfarm.SRR5976183_ctg_106377_00006,-,RND_efflux,RF0115,4.4e-283,944.4,12.2,5.4e-283,944.1,12.2,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976183,ctg_106377,6,China.pigfarm.SRR5976183_ctg_106377
2060,2060,China.pigfarm.SRR5976186_ctg_572915_00006,-,RND_efflux,RF0115,2.2e-280,935.4,13.2,2.7e-280,935.2,13.2,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976186,ctg_572915,6,China.pigfarm.SRR5976186_ctg_572915
18645,2074,China.pigfarm.SRR5976183_ctg_629830_00004,-,RND_efflux,RF0115,3e-280,935.0,16.2,3.5e-280,934.8,16.2,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MexB   ,China.pigfarm.SRR5976183,ctg_629830,4,China.pigfarm.SRR5976183_ctg_629830
11790,2068,China.pigfarm.SRR5976187_ctg_535108_00002,-,RND_efflux,RF0115,2.8e-280,935.0,16.2,3.2e-280,934.8,16.2,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MexB   ,China.pigfarm.SRR5976187,ctg_535108,2,China.pigfarm.SRR5976187_ctg_535108
15121,1928,China.pigfarm.SRR5976185_ctg_466021_00004,-,RND_efflux,RF0115,3.1e-280,935.0,16.2,3.6e-280,934.8,16.2,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MexB    ,China.pigfarm.SRR5976185,ctg_466021,4,China.pigfarm.SRR5976185_ctg_466021
11791,2069,China.pigfarm.SRR5976187_ctg_163468_00022,-,RND_efflux,RF0115,1e-279,933.1,12.3,1.7e-279,932.3,12.3,1.3,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976187,ctg_163468,22,China.pigfarm.SRR5976187_ctg_163468
8525,1762,China.pigfarm.SRR5976182_ctg_690806_00004,-,RND_efflux,RF0115,9.3e-280,933.0,12.4,1.5e-279,932.3,12.4,1.3,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976182,ctg_690806,4,China.pigfarm.SRR5976182_ctg_690806
18646,2075,China.pigfarm.SRR5976183_ctg_199828_00002,-,RND_efflux,RF0115,2.4e-279,932.0,14.2,3e-279,931.7,14.2,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976183,ctg_199828,2,China.pigfarm.SRR5976183_ctg_199828
2061,2061,China.pigfarm.SRR5976186_ctg_329053_00004,-,RND_efflux,RF0115,2.5e-279,932.0,14.2,3e-279,931.7,14.2,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976186,ctg_329053,4,China.pigfarm.SRR5976186_ctg_329053
15122,1929,China.pigfarm.SRR5976185_ctg_488856_00003,-,RND_efflux,RF0115,3.1e-279,931.7,13.5,3.7e-279,931.4,13.5,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE   ,China.pigfarm.SRR5976185,ctg_488856,3,China.pigfarm.SRR5976185_ctg_488856
11792,2070,China.pigfarm.SRR5976187_ctg_175532_00004,-,RND_efflux,RF0115,3e-279,931.6,12.8,3.7e-279,931.3,12.8,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976187,ctg_175532,4,China.pigfarm.SRR5976187_ctg_175532
5341,1790,China.pigfarm.SRR5976184_ctg_28748_00006,-,RND_efflux,RF0115,3.2e-279,931.5,12.5,6.7e-279,930.4,12.5,1.4,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976184,ctg_28748,6,China.pigfarm.SRR5976184_ctg_28748
5342,1791,China.pigfarm.SRR5976184_ctg_480778_00003,-,RND_efflux,RF0115,3.8e-279,931.2,14.5,4.7e-279,930.9,14.5,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976184,ctg_480778,3,China.pigfarm.SRR5976184_ctg_480778
18647,2076,China.pigfarm.SRR5976183_ctg_302339_00002,-,RND_efflux,RF0115,4.5e-279,931.1,13.5,9.1e-279,930.1,13.5,1.4,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976183,ctg_302339,2,China.pigfarm.SRR5976183_ctg_302339
8526,1763,China.pigfarm.SRR5976182_ctg_692892_00005,-,RND_efflux,RF0115,3.7e-279,931.0,14.3,4.5e-279,930.8,14.3,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976182,ctg_692892,5,China.pigfarm.SRR5976182_ctg_692892
8527,1764,China.pigfarm.SRR5976182_ctg_82338_00004,-,RND_efflux,RF0115,7.4e-279,930.0,13.3,1.3e-278,929.2,13.3,1.3,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976182,ctg_82338,4,China.pigfarm.SRR5976182_ctg_82338
18648,2077,China.pigfarm.SRR5976183_ctg_561158_00003,-,RND_efflux,RF0115,9.7e-279,930.0,11.4,2e-278,928.9,11.4,1.4,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976183,ctg_561158,3,China.pigfarm.SRR5976183_ctg_561158
11793,2071,China.pigfarm.SRR5976187_ctg_122644_00001,-,RND_efflux,RF0115,2.3e-278,928.7,17.5,2.8e-278,928.4,17.5,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976187,ctg_122644,1,China.pigfarm.SRR5976187_ctg_122644
8528,1765,China.pigfarm.SRR5976182_ctg_2140_00001,-,RND_efflux,RF0115,1.9e-278,928.7,17.5,2.4e-278,928.4,17.5,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976182,ctg_2140,1,China.pigfarm.SRR5976182_ctg_2140
22356,2239,China.pigfarm.SRR5976181_ctg_404617_00002,-,RND_efflux,RF0115,4.8e-278,927.7,16.9,5.8e-278,927.4,16.9,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976181,ctg_404617,2,China.pigfarm.SRR5976181_ctg_404617
11794,2072,China.pigfarm.SRR5976187_ctg_318500_00004,-,RND_efflux,RF0115,5.8e-278,927.3,21.4,7.1e-278,927.0,21.4,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtC   ,China.pigfarm.SRR5976187,ctg_318500,4,China.pigfarm.SRR5976187_ctg_318500
22357,2240,China.pigfarm.SRR5976181_ctg_149284_00009,-,RND_efflux,RF0115,6.4e-278,927.3,16.7,7.8e-278,927.0,16.7,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976181,ctg_149284,9,China.pigfarm.SRR5976181_ctg_149284
11795,2073,China.pigfarm.SRR5976187_ctg_511062_00003,-,RND_efflux,RF0115,7.5e-278,927.0,16.9,9e-278,926.7,16.9,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976187,ctg_511062,3,China.pigfarm.SRR5976187_ctg_511062
2062,2062,China.pigfarm.SRR5976186_ctg_307124_00002,-,RND_efflux,RF0115,8.1e-278,927.0,16.9,9.8e-278,926.7,16.9,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976186,ctg_307124,2,China.pigfarm.SRR5976186_ctg_307124
8529,1766,China.pigfarm.SRR5976182_ctg_503126_00014,-,RND_efflux,RF0115,6.3e-278,927.0,16.9,7.6e-278,926.7,16.9,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976182,ctg_503126,14,China.pigfarm.SRR5976182_ctg_503126
18649,2078,China.pigfarm.SRR5976183_ctg_594923_00008,-,RND_efflux,RF0115,8e-278,927.0,16.9,9.7e-278,926.7,16.9,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976183,ctg_594923,8,China.pigfarm.SRR5976183_ctg_594923
18650,2079,China.pigfarm.SRR5976183_ctg_437081_00016,-,RND_efflux,RF0115,9.6e-277,923.4,14.4,2.1e-276,922.2,14.4,1.4,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976183,ctg_437081,16,China.pigfarm.SRR5976183_ctg_437081
8530,1767,China.pigfarm.SRR5976182_ctg_712893_00032,-,RND_efflux,RF0115,1.7e-276,922.2,14.1,2.8e-276,921.5,14.1,1.3,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976182,ctg_712893,32,China.pigfarm.SRR5976182_ctg_712893
11796,2074,China.pigfarm.SRR5976187_ctg_107100_00002,-,RND_efflux,RF0115,2.2e-276,922.1,12.1,6.5e-276,920.5,12.1,1.6,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976187,ctg_107100,2,China.pigfarm.SRR5976187_ctg_107100
5343,1792,China.pigfarm.SRR5976184_ctg_103492_00002,-,RND_efflux,RF0115,2.4e-276,921.9,14.7,3.3e-276,921.5,14.7,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976184,ctg_103492,2,China.pigfarm.SRR5976184_ctg_103492
16734,163,China.pigfarm.SRR5976183_ctg_460402_00009,-,adeB,RF0020,5.8e-276,920.5,32.2,7e-276,920.2,32.2,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976183,ctg_460402,9,China.pigfarm.SRR5976183_ctg_460402
2063,2063,China.pigfarm.SRR5976186_ctg_717332_00002,-,RND_efflux,RF0115,7.8e-276,920.4,12.4,2.3e-275,918.9,12.4,1.6,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976186,ctg_717332,2,China.pigfarm.SRR5976186_ctg_717332
15123,1930,China.pigfarm.SRR5976185_ctg_95346_00002,-,RND_efflux,RF0115,8e-276,920.4,16.3,9.6e-276,920.1,16.3,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtC    ,China.pigfarm.SRR5976185,ctg_95346,2,China.pigfarm.SRR5976185_ctg_95346
22358,2241,China.pigfarm.SRR5976181_ctg_261597_00001,-,RND_efflux,RF0115,2.1e-275,919.0,12.0,4.5e-275,917.9,12.0,1.4,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976181,ctg_261597,1,China.pigfarm.SRR5976181_ctg_261597
15124,1931,China.pigfarm.SRR5976185_ctg_186861_00014,-,RND_efflux,RF0115,2.4e-275,918.8,18.7,1.9e-156,525.2,16.6,2.0,1,1,1,2,2,2,2,Multidrug export protein AcrF    ,China.pigfarm.SRR5976185,ctg_186861,14,China.pigfarm.SRR5976185_ctg_186861
18651,2080,China.pigfarm.SRR5976183_ctg_188022_00001,-,RND_efflux,RF0115,3.2e-275,918.3,13.4,9.5e-275,916.8,13.4,1.6,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976183,ctg_188022,1,China.pigfarm.SRR5976183_ctg_188022
2064,2064,China.pigfarm.SRR5976186_ctg_46737_00009,-,RND_efflux,RF0115,3.4e-275,918.3,16.9,4.2e-275,918.0,16.9,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976186,ctg_46737,9,China.pigfarm.SRR5976186_ctg_46737
8531,1768,China.pigfarm.SRR5976182_ctg_93246_00001,-,RND_efflux,RF0115,4.2e-275,917.6,13.4,1.3e-274,916.0,13.4,1.6,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976182,ctg_93246,1,China.pigfarm.SRR5976182_ctg_93246
22359,2242,China.pigfarm.SRR5976181_ctg_481153_00020,-,RND_efflux,RF0115,5.7e-275,917.5,13.7,1.7e-274,916.0,13.7,1.6,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976181,ctg_481153,20,China.pigfarm.SRR5976181_ctg_481153
18652,2081,China.pigfarm.SRR5976183_ctg_449473_00002,-,RND_efflux,RF0115,6e-275,917.4,17.8,7.5e-275,917.1,17.8,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976183,ctg_449473,2,China.pigfarm.SRR5976183_ctg_449473
11797,2075,China.pigfarm.SRR5976187_ctg_173876_00003,-,RND_efflux,RF0115,7.8e-275,917.0,18.3,9.7e-275,916.6,18.3,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976187,ctg_173876,3,China.pigfarm.SRR5976187_ctg_173876
5344,1793,China.pigfarm.SRR5976184_ctg_473817_00005,-,RND_efflux,RF0115,1.1e-274,916.4,11.5,2.7e-274,915.1,11.5,1.5,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976184,ctg_473817,5,China.pigfarm.SRR5976184_ctg_473817
11798,2076,China.pigfarm.SRR5976187_ctg_121864_00004,-,RND_efflux,RF0115,1.2e-274,916.4,12.7,1.3e-274,916.2,12.7,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976187,ctg_121864,4,China.pigfarm.SRR5976187_ctg_121864
22360,2243,China.pigfarm.SRR5976181_ctg_142694_00002,-,RND_efflux,RF0115,1.5e-274,916.2,14.4,1.8e-274,915.8,14.4,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976181,ctg_142694,2,China.pigfarm.SRR5976181_ctg_142694
2065,2065,China.pigfarm.SRR5976186_ctg_410429_00002,-,RND_efflux,RF0115,1.5e-274,916.1,13.6,1.9e-274,915.8,13.6,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976186,ctg_410429,2,China.pigfarm.SRR5976186_ctg_410429
11799,2077,China.pigfarm.SRR5976187_ctg_290229_00003,-,RND_efflux,RF0115,1.8e-274,915.8,11.0,4.3e-274,914.5,11.0,1.5,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976187,ctg_290229,3,China.pigfarm.SRR5976187_ctg_290229
8532,1769,China.pigfarm.SRR5976182_ctg_421120_00005,-,RND_efflux,RF0115,1.5e-274,915.8,13.9,1.8e-274,915.5,13.9,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976182,ctg_421120,5,China.pigfarm.SRR5976182_ctg_421120
22361,2244,China.pigfarm.SRR5976181_ctg_373388_00004,-,RND_efflux,RF0115,3.1e-274,915.1,16.9,3.8e-274,914.8,16.9,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976181,ctg_373388,4,China.pigfarm.SRR5976181_ctg_373388
18653,2082,China.pigfarm.SRR5976183_ctg_114608_00002,-,RND_efflux,RF0115,3.5e-274,914.9,13.4,4.2e-274,914.6,13.4,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976183,ctg_114608,2,China.pigfarm.SRR5976183_ctg_114608
22362,2245,China.pigfarm.SRR5976181_ctg_102079_00002,-,RND_efflux,RF0115,1.2e-273,913.2,14.3,3.1e-273,911.8,14.3,1.6,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976181,ctg_102079,2,China.pigfarm.SRR5976181_ctg_102079
8533,1770,China.pigfarm.SRR5976182_ctg_364496_00004,-,RND_efflux,RF0115,1.3e-273,912.7,14.4,3.5e-273,911.3,14.4,1.6,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976182,ctg_364496,4,China.pigfarm.SRR5976182_ctg_364496
18655,2084,China.pigfarm.SRR5976183_ctg_297707_00005,-,RND_efflux,RF0115,2e-273,912.4,21.7,1.9e-155,521.9,12.8,3.0,2,1,0,2,2,2,2,Multidrug resistance protein MdtC   ,China.pigfarm.SRR5976183,ctg_297707,5,China.pigfarm.SRR5976183_ctg_297707
8534,1771,China.pigfarm.SRR5976182_ctg_198841_00003,-,RND_efflux,RF0115,1.6e-273,912.4,21.7,1.5e-155,521.9,12.8,3.0,2,1,0,2,2,2,2,Multidrug resistance protein MdtC   ,China.pigfarm.SRR5976182,ctg_198841,3,China.pigfarm.SRR5976182_ctg_198841
22363,2246,China.pigfarm.SRR5976181_ctg_554717_00025,-,RND_efflux,RF0115,5e-273,911.1,21.5,1.9e-155,521.9,12.8,3.0,2,1,0,2,2,2,2,Multidrug resistance protein MdtC   ,China.pigfarm.SRR5976181,ctg_554717,25,China.pigfarm.SRR5976181_ctg_554717
15125,1932,China.pigfarm.SRR5976185_ctg_693040_00084,-,RND_efflux,RF0115,6.3e-273,910.8,14.4,2.8e-272,908.7,14.4,1.7,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE   ,China.pigfarm.SRR5976185,ctg_693040,84,China.pigfarm.SRR5976185_ctg_693040
8535,1772,China.pigfarm.SRR5976182_ctg_692647_00002,-,RND_efflux,RF0115,5.7e-273,910.5,16.1,7e-273,910.3,16.1,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976182,ctg_692647,2,China.pigfarm.SRR5976182_ctg_692647
2066,2066,China.pigfarm.SRR5976186_ctg_745309_00001,-,RND_efflux,RF0115,7.8e-273,910.5,16.9,1.4e-272,909.6,16.9,1.3,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976186,ctg_745309,1,China.pigfarm.SRR5976186_ctg_745309
22364,2247,China.pigfarm.SRR5976181_ctg_132839_00007,-,RND_efflux,RF0115,7.4e-273,910.5,16.1,9e-273,910.3,16.1,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976181,ctg_132839,7,China.pigfarm.SRR5976181_ctg_132839
5345,1794,China.pigfarm.SRR5976184_ctg_119480_00002,-,RND_efflux,RF0115,9e-273,910.1,15.8,1.5e-272,909.4,15.8,1.3,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976184,ctg_119480,2,China.pigfarm.SRR5976184_ctg_119480
18656,2085,China.pigfarm.SRR5976183_ctg_237444_00016,-,RND_efflux,RF0115,1e-272,910.1,12.6,1.6e-272,909.4,12.6,1.2,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976183,ctg_237444,16,China.pigfarm.SRR5976183_ctg_237444
18657,2086,China.pigfarm.SRR5976183_ctg_616636_00003,-,RND_efflux,RF0115,1.1e-272,910.0,18.9,2.4e-156,524.8,15.7,2.1,1,1,1,2,2,2,2,Multidrug export protein AcrF   ,China.pigfarm.SRR5976183,ctg_616636,3,China.pigfarm.SRR5976183_ctg_616636
18658,2087,China.pigfarm.SRR5976183_ctg_628265_00011,-,RND_efflux,RF0115,1.1e-272,910.0,16.4,1.3e-272,909.7,16.4,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976183,ctg_628265,11,China.pigfarm.SRR5976183_ctg_628265
5346,1795,China.pigfarm.SRR5976184_ctg_380984_00005,-,RND_efflux,RF0115,1.1e-272,909.9,16.1,1.3e-272,909.6,16.1,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976184,ctg_380984,5,China.pigfarm.SRR5976184_ctg_380984
15126,1933,China.pigfarm.SRR5976185_ctg_178011_00004,-,RND_efflux,RF0115,1.4e-272,909.7,16.3,1.7e-272,909.4,16.3,1.0,1,0,0,1,1,1,1,Efflux pump membrane transporter BepE   ,China.pigfarm.SRR5976185,ctg_178011,4,China.pigfarm.SRR5976185_ctg_178011
5347,1796,China.pigfarm.SRR5976184_ctg_276167_00003,-,RND_efflux,RF0115,1.3e-272,909.6,8.3,1.5e-272,909.3,8.3,1.0,1,0,0,1,1,1,1,Cobalt-zinc-cadmium resistance protein CzcA   ,China.pigfarm.SRR5976184,ctg_276167,3,China.pigfarm.SRR5976184_ctg_276167
11800,2078,China.pigfarm.SRR5976187_ctg_2851_00002,-,RND_efflux,RF0115,1.8e-272,909.2,8.9,2.2e-272,908.9,8.9,1.0,1,0,0,1,1,1,1,Cobalt-zinc-cadmium resistance protein CzcA   ,China.pigfarm.SRR5976187,ctg_2851,2,China.pigfarm.SRR5976187_ctg_2851
22365,2248,China.pigfarm.SRR5976181_ctg_430165_00004,-,RND_efflux,RF0115,2.1e-272,909.0,17.0,1.3e-153,515.8,15.8,2.0,2,0,0,2,2,2,2,Multidrug resistance protein MdtC   ,China.pigfarm.SRR5976181,ctg_430165,4,China.pigfarm.SRR5976181_ctg_430165
5348,1797,China.pigfarm.SRR5976184_ctg_313559_00015,-,RND_efflux,RF0115,1.9e-272,909.0,13.5,3.1e-272,908.3,13.5,1.3,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976184,ctg_313559,15,China.pigfarm.SRR5976184_ctg_313559
2067,2067,China.pigfarm.SRR5976186_ctg_678005_00016,-,RND_efflux,RF0115,2.2e-272,909.0,18.2,3.6e-272,908.3,18.2,1.3,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976186,ctg_678005,16,China.pigfarm.SRR5976186_ctg_678005
11801,2079,China.pigfarm.SRR5976187_ctg_186175_00017,-,RND_efflux,RF0115,2.2e-272,908.9,18.5,3.5e-272,908.2,18.5,1.3,1,1,0,1,1,1,1,Efflux pump membrane transporter BepE  ,China.pigfarm.SRR5976187,ctg_186175,17,China.pigfarm.SRR5976187_ctg_186175
15127,1934,China.pigfarm.SRR5976185_ctg_402756_00004,-,RND_efflux,RF0115,2.8e-272,908.7,12.9,3.3e-272,908.4,12.9,1.0,1,0,0,1,1,1,1,Multidrug resistance protein MdtB    ,China.pigfarm.SRR5976185,ctg_402756,4,China.pigfarm.SRR5976185_ctg_402756
